feature|observation|otype|sindiv
10254841-7ed0-4965-8cbb-f52cdd25b922|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
10254841-7ed0-4965-8cbb-f52cdd25b922|short-sleeved belted tunic|101a0b9d-2623-428b-0221-7f8347cfc3fa|nan
10254841-7ed0-4965-8cbb-f52cdd25b922|dagger|101a0b9d-2623-428b-0166-7f8347cfc3fa|nan
10254841-7ed0-4965-8cbb-f52cdd25b922|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
10254841-7ed0-4965-8cbb-f52cdd25b922|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
10254841-7ed0-4965-8cbb-f52cdd25b922|Ulysses|101a0b9d-2623-428b-0103-7f8347cfc3fa|nan
1036da57-822d-4b96-b334-7d484e1e201a|human|101a0b9d-2623-428b-0002-7f8347cfc3fa|nan
103f2599-059d-43b0-8676-548ede4ab13d|hunter|101a0b9d-2623-428b-0141-7f8347cfc3fa|nan
1064165e-a27e-41b2-88c4-8f0dd1cb2a16|men|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
1064165e-a27e-41b2-88c4-8f0dd1cb2a16|grapes|101a0b9d-2623-428b-0057-7f8347cfc3fa|nan
1117bf83-9694-461f-831e-7970bd021af6|ornament|1646e24b-2aca-46a5-a118-e3c2d8859410|nan
1117bf83-9694-461f-831e-7970bd021af6|dot fringes|3b790ee8-7abb-467c-9863-ba7e68645fd3|nan
118a3621-e9ff-4693-968b-ea7a4abae66b|camel|101a0b9d-2623-428b-0016-7f8347cfc3fa|nan
118a3621-e9ff-4693-968b-ea7a4abae66b|Armstrong 6.180|Statement|7284feb7-5ba2-4324-8651-7110efe430fd
11a0bd30-41f3-430e-8566-6903dc8a4945|angel|6648c1da-577b-482a-aed3-df1e2f43536f|nan
11d6ab30-ee63-4298-acde-d19158a8aced|Chi Rho|101a0b9d-2623-428b-0234-7f8347cfc3fa|nan
11d6ab30-ee63-4298-acde-d19158a8aced|lozenges|101a0b9d-2623-428b-0245-7f8347cfc3fa|nan
11d6ab30-ee63-4298-acde-d19158a8aced|concentric circle|101a0b9d-2623-428b-0238-7f8347cfc3fa|nan
127fe852-0552-40e7-b11d-08e5dd37c121|column|101a0b9d-2623-428b-0187-7f8347cfc3fa|nan
127fe852-0552-40e7-b11d-08e5dd37c121|Armstrong 2.40|Statement|cc1df05c-290f-4b47-ab27-57d3b1d1b398
12d9cdbd-0a85-46a5-94e2-c25ebc4fdfbb|Armstrong 3.35|Statement|b0e10f4b-2a9a-4476-8185-a81b30af5fd4
12d9cdbd-0a85-46a5-94e2-c25ebc4fdfbb|tree|101a0b9d-2623-428b-0070-7f8347cfc3fa|nan
13c077ac-b737-4d92-a15e-80ab6a5693b3|ship|101a0b9d-2623-428b-0158-7f8347cfc3fa|nan
13c077ac-b737-4d92-a15e-80ab6a5693b3|Armstrong 8.92|Statement|48441cea-0297-412e-ae1b-e6c040729752
13c077ac-b737-4d92-a15e-80ab6a5693b3|Löwenstein Erotengelage I|Statement|d66996e7-42b8-46b1-b69e-7968bf81c96d
13c077ac-b737-4d92-a15e-80ab6a5693b3|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
13ec71db-98c7-40ae-9eff-b5ef230146b5|Hayes 228|Statement|nan
13ec71db-98c7-40ae-9eff-b5ef230146b5|soldier|101a0b9d-2623-428b-0145-7f8347cfc3fa|nan
1438a834-c574-4491-b15a-751b56e2e09d|strokes|c10229ef-a21b-4a53-acbe-29524904c63e|nan
144e588a-9e3f-4379-b766-b47d35934487|nymph|69c53b5b-d0ce-4175-954b-e43f300de8a1|nan
144e588a-9e3f-4379-b766-b47d35934487|Armstrong 9.1A-D|Statement|c30c01b2-9c7e-45ec-833b-f734e1000002
144e588a-9e3f-4379-b766-b47d35934487|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
144e588a-9e3f-4379-b766-b47d35934487|Pegasus|101a0b9d-2623-428b-0077-7f8347cfc3fa|nan
144e588a-9e3f-4379-b766-b47d35934487|Löwenstein Toilette des Pegasus|Statement|576c9db2-4395-4377-9921-dc363831d8f5
144e588a-9e3f-4379-b766-b47d35934487|Hayes Pegasus and nymphs|Statement|dbe9ac3c-a66c-4d2c-88bd-5ea18edb0cbf
14557798-60d8-4014-91d4-1deb6c151573|Löwenstein mariner Eros I|Statement|05b3ea74-a6c4-49b9-b12c-a1d16e7c2d25
14557798-60d8-4014-91d4-1deb6c151573|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
14557798-60d8-4014-91d4-1deb6c151573|lyre|101a0b9d-2623-428b-0199-7f8347cfc3fa|nan
14557798-60d8-4014-91d4-1deb6c151573|Armstrong 8.19|Statement|705e7cf5-d750-44ba-a355-f6d42083b3f1
14557798-60d8-4014-91d4-1deb6c151573|dolphin|101a0b9d-2623-428b-0020-7f8347cfc3fa|nan
14716ac8-7af2-48f6-955b-82459e4b5ac1|Armstrong|Statement|nan
14716ac8-7af2-48f6-955b-82459e4b5ac1|vine|101a0b9d-2623-428b-0071-7f8347cfc3fa|nan
14716ac8-7af2-48f6-955b-82459e4b5ac1|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
14716ac8-7af2-48f6-955b-82459e4b5ac1|Löwenstein|Statement|nan
14888071-ba35-4ccc-96c2-4a260a5c397c|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16|nan
149324c0-3919-4229-be5e-37b8724cb2d4|Hayes|Statement|nan
149324c0-3919-4229-be5e-37b8724cb2d4|volutes|101a0b9d-2623-428b-0247-7f8347cfc3fa|nan
14c9e46e-6be8-458b-b718-609ab105a4a7|peacock|101a0b9d-2623-428b-0035-7f8347cfc3fa|nan
14d7d988-06cf-4edd-b403-7ce09f5a2d27|Armstrong 6.85|Statement|805ee31e-cfc2-489a-b75e-57bd621332e9
14d7d988-06cf-4edd-b403-7ce09f5a2d27|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
15203be5-c24c-4e51-b9ee-f314b85b8e39|arch|101a0b9d-2623-428b-0184-7f8347cfc3fa|nan
1536e79f-a220-4199-bd20-0b852f628b97|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa|nan
1539d6be-54e8-4ba3-a984-bcc51512723c|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
1539d6be-54e8-4ba3-a984-bcc51512723c|Hayes 10|Statement|0f445de2-0195-40e1-afe5-803823ab561d
159b5d08-6df9-4d7c-92b0-f6c34209ae10|Löwenstein Entdeckung Achills auf Skyros|Statement|d2d88ce6-86c6-4c4b-9cc6-c866bbc82de5
159b5d08-6df9-4d7c-92b0-f6c34209ae10|helmet|101a0b9d-2623-428b-0167-7f8347cfc3fa|nan
163759d7-7ba5-4567-9a4f-3f891f2d2de3|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
16a58651-e322-4328-947c-8a49586bdc67|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
16a58651-e322-4328-947c-8a49586bdc67|Löwenstein Nereide V|Statement|fa848618-21b9-407a-a6da-dde73d9762c2
16e869be-7f93-423f-a483-bd1870ac724f|blossom|101a0b9d-2623-428b-0232-7f8347cfc3fa|nan
16eb9402-b53e-4b1b-a73f-9157f434bb67|circles|101a0b9d-2623-428b-0254-7f8347cfc3fa|nan
16eb9402-b53e-4b1b-a73f-9157f434bb67|Hayes|Statement|nan
16f7063f-e08c-4761-be81-6fa0cb082900|leopard|101a0b9d-2623-428b-0030-7f8347cfc3fa|nan
16f7063f-e08c-4761-be81-6fa0cb082900|Armstrong 6.60|Statement|595d1915-c5ab-46f9-b6b1-c037438638cf
16f8580a-a924-40de-bdf0-f1d241f8b7b1|Armstrong 6.180|Statement|7284feb7-5ba2-4324-8651-7110efe430fd
16f8580a-a924-40de-bdf0-f1d241f8b7b1|camel|101a0b9d-2623-428b-0016-7f8347cfc3fa|nan
17194c99-b888-4d2d-ab87-d21d080b05b2|Armstrong 8.78|Statement|f65406be-25b9-4fd9-82ca-8dec0a5166dd
17194c99-b888-4d2d-ab87-d21d080b05b2|satyr|e5715d1a-5b54-4030-9aa1-1d3a6b474af2|nan
17194c99-b888-4d2d-ab87-d21d080b05b2|maenad|101a0b9d-2623-428b-0095-7f8347cfc3fa|nan
17194c99-b888-4d2d-ab87-d21d080b05b2|Löwenstein Satyr III|Statement|625651c0-75d6-4b04-a4ef-4b747bba413d
17194c99-b888-4d2d-ab87-d21d080b05b2|flute|101a0b9d-2623-428b-0197-7f8347cfc3fa|nan
17194c99-b888-4d2d-ab87-d21d080b05b2|bracelet|101a0b9d-2623-428b-0205-7f8347cfc3fa|nan
17194c99-b888-4d2d-ab87-d21d080b05b2|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
173ff995-80c7-4819-975e-074fa6f44c5e|Armstrong 8.196|Statement|ae050f5b-ece5-4fa2-a9a7-ea389cf4062f
173ff995-80c7-4819-975e-074fa6f44c5e|Christ|101a0b9d-2623-428b-0120-7f8347cfc3fa|nan
173ff995-80c7-4819-975e-074fa6f44c5e|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
17cc59b9-00ee-4fac-a446-21d7264bc12e|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
17cc59b9-00ee-4fac-a446-21d7264bc12e|Hayes 10|Statement|0f445de2-0195-40e1-afe5-803823ab561d
17d5f2e6-334d-4142-8678-93962559208b|ram|101a0b9d-2623-428b-0038-7f8347cfc3fa|nan
17d5f2e6-334d-4142-8678-93962559208b|Armstrong 6.154|Statement|9ed915e6-7245-40c0-9e11-36772d704077
17e3aad8-e2d2-425f-8b34-088e00ddc99a|Löwenstein Hercules im Kampf mit Mars um die Leiche des Kyknos I|Statement|ebc066c3-bedc-458f-bdcc-c1ef81f005a5
17e3aad8-e2d2-425f-8b34-088e00ddc99a|Minerva|101a0b9d-2623-428b-0098-7f8347cfc3fa|nan
17e3aad8-e2d2-425f-8b34-088e00ddc99a|Hercules|101a0b9d-2623-428b-0091-7f8347cfc3fa|nan
17e3aad8-e2d2-425f-8b34-088e00ddc99a|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
17e3aad8-e2d2-425f-8b34-088e00ddc99a|club|101a0b9d-2623-428b-0162-7f8347cfc3fa|nan
17e3aad8-e2d2-425f-8b34-088e00ddc99a|Armstrong 8.104|Statement|7cbe3202-baae-43c2-9453-8760d91b6739
17e3aad8-e2d2-425f-8b34-088e00ddc99a|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
17ff5479-3612-4786-8727-6c71c55ac70f|Armstrong 5.65|Statement|2e7eef2f-c56a-455c-877a-724ae7194b11
17ff5479-3612-4786-8727-6c71c55ac70f|dolphin|101a0b9d-2623-428b-0020-7f8347cfc3fa|nan
1832f294-d3ce-466c-ab67-33fb3a6a026d|panther|101a0b9d-2623-428b-0034-7f8347cfc3fa|nan
1832f294-d3ce-466c-ab67-33fb3a6a026d|leopard|101a0b9d-2623-428b-0030-7f8347cfc3fa|nan
1841af9d-afac-41ee-8f50-6e5f2feb61c8|hare|101a0b9d-2623-428b-0026-7f8347cfc3fa|nan
1841af9d-afac-41ee-8f50-6e5f2feb61c8|Armstrong|Statement|nan
186b7218-618e-454d-8e8d-0941a6e6c4eb|Chi-Rho|101a0b9d-2623-428b-0234-7f8347cfc3fa|nan
186b7218-618e-454d-8e8d-0941a6e6c4eb|rosette|101a0b9d-2623-428b-0249-7f8347cfc3fa|nan
18967c33-4ef5-4f3a-aa69-4177acd6dc22|basket|101a0b9d-2623-428b-0149-7f8347cfc3fa|nan
18967c33-4ef5-4f3a-aa69-4177acd6dc22|Armstrong 1.24|Statement|93d7256c-b9d7-4710-ae55-e16902ffe1c8
18b0a452-e4d4-42f2-8cbb-b961b808d0af|Armstrong 5.33|Statement|53ecbeaf-5d6e-4aa3-8978-baa18138e7bb
18b0a452-e4d4-42f2-8cbb-b961b808d0af|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
18e2f16f-fcb2-48c3-865b-9212a3bfe50d|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
18e2f16f-fcb2-48c3-865b-9212a3bfe50d|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
1a299f57-7140-4381-a3b3-abc4b7798aad|Armstrong 1.72|Statement|927c71a5-1caf-496e-8ebc-824c574176a0
1a299f57-7140-4381-a3b3-abc4b7798aad|Atlante 32|Statement|9427cde3-2334-40c2-9a24-da6b1ec29d69
1a299f57-7140-4381-a3b3-abc4b7798aad|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7|nan
1a86a95e-d7ed-41e3-9946-6ff6af239d46|Armstrong 8.227|Statement|49d5a93d-3910-41a0-bace-bc6813f7229b
1a86a95e-d7ed-41e3-9946-6ff6af239d46|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
1a86a95e-d7ed-41e3-9946-6ff6af239d46|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
1a86a95e-d7ed-41e3-9946-6ff6af239d46|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
1a86a95e-d7ed-41e3-9946-6ff6af239d46|short-sleeved belted tunic|101a0b9d-2623-428b-0221-7f8347cfc3fa|nan
1aa2ac87-0f09-4e55-9d8d-00b9c6cfd7f4|decoration|101a0b9d-2623-428b-0239-7f8347cfc3fa|nan
1ab27097-7394-4bde-8a4e-270e2b3cc699|Armstrong 2.31|Statement|274838a7-f69f-4dae-a873-c3889918af63
1ab27097-7394-4bde-8a4e-270e2b3cc699|arch|101a0b9d-2623-428b-0184-7f8347cfc3fa|nan
1af26e3e-3483-447f-810f-0c4a7fb5966f|Armstrong 1.89|Statement|6d8a3d1b-f6b1-4209-be69-89ecc1d2605f
1af26e3e-3483-447f-810f-0c4a7fb5966f|tabula ansata|101a0b9d-2623-428b-0161-7f8347cfc3fa|nan
1b548649-eb3e-4a87-ad7f-b12207855cec|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
1b548649-eb3e-4a87-ad7f-b12207855cec|Armstrong 8.233|Statement|ba373182-af4c-4ef4-9622-226465b5fa6d
1b548649-eb3e-4a87-ad7f-b12207855cec|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
1b548649-eb3e-4a87-ad7f-b12207855cec|long tunic|101a0b9d-2623-428b-0213-7f8347cfc3fa|nan
1b548649-eb3e-4a87-ad7f-b12207855cec|pallium|101a0b9d-2623-428b-0215-7f8347cfc3fa|nan
1b6ab36f-05fa-49cc-9591-a825fdcb539f|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
1b6ab36f-05fa-49cc-9591-a825fdcb539f|Armstrong 3.5|Statement|5608ef0c-7bf3-4c92-914f-9872142695de
1b71ca33-7166-46d1-8cc4-28a93ef24045|chevron|101a0b9d-2623-428b-0233-7f8347cfc3fa|nan
1b71ca33-7166-46d1-8cc4-28a93ef24045|Hayes 105|Statement|nan
1b96da01-383c-405f-9a32-b6be8c4c569a|peplos|101a0b9d-2623-428b-0217-7f8347cfc3fa|nan
1b96da01-383c-405f-9a32-b6be8c4c569a|breast-band|101a0b9d-2623-428b-0206-7f8347cfc3fa|nan
1b96da01-383c-405f-9a32-b6be8c4c569a|helmet|101a0b9d-2623-428b-0167-7f8347cfc3fa|nan
1b96da01-383c-405f-9a32-b6be8c4c569a|Victoria|101a0b9d-2623-428b-0117-7f8347cfc3fa|nan
1b96da01-383c-405f-9a32-b6be8c4c569a|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
1b96da01-383c-405f-9a32-b6be8c4c569a|Löwenstein Victoria IV|Statement|eb7045d4-683b-4f4f-866a-bd8ca85a327f
1bb2897d-8111-435d-b09f-8b6107c5e243|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
1bb2897d-8111-435d-b09f-8b6107c5e243|Armstrong 5.105|Statement|cdcaa862-0302-48c9-af93-ce86f655c357
1bb2897d-8111-435d-b09f-8b6107c5e243|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
1cbff5d5-8d21-41ad-abb4-434bf1b41071|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
1cd61521-6653-42a9-95c6-0227ec734441|Armstrong 6.74|Statement|503b0ca5-dccf-4a63-b0bb-894f4953e039
1cd61521-6653-42a9-95c6-0227ec734441|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
1cf58ee8-fbfc-4ad5-9acc-2b40e67d252d|tree|101a0b9d-2623-428b-0070-7f8347cfc3fa|nan
1decd7ec-a54f-40ca-89e1-ccd4f323ca15|wreath|c56a2f63-a6ad-4ce0-a4de-5d996f3d63b7|nan
1decd7ec-a54f-40ca-89e1-ccd4f323ca15|Atlante 32|Statement|9427cde3-2334-40c2-9a24-da6b1ec29d69
1decd7ec-a54f-40ca-89e1-ccd4f323ca15|Armstrong 1.72|Statement|927c71a5-1caf-496e-8ebc-824c574176a0
1e3b4c36-546d-4a73-ae84-e17ef961325e|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
1e3b4c36-546d-4a73-ae84-e17ef961325e|Armstrong 3.10|Statement|207fab54-6ef5-4011-9112-4864174c36f4
1ec3cf1f-5412-4150-9ac1-bfd79bf341a4|Armstrong 6.118|Statement|25f67cfc-2709-4a47-9e31-1a3fa7e0fbd0
1ec3cf1f-5412-4150-9ac1-bfd79bf341a4|antelope|101a0b9d-2623-428b-0008-7f8347cfc3fa|nan
1f2d5f21-d4d3-4d96-88fc-3dfefaf311f2|Armstrong 3.17|Statement|79fde16f-6bb2-44b9-8d63-5a9cea414f49
1f2d5f21-d4d3-4d96-88fc-3dfefaf311f2|palm branch|101a0b9d-2623-428b-0065-7f8347cfc3fa|nan
1f367cea-415b-4718-bdaa-c2faaf51aa30|Armstrong 8.80|Statement|5839a023-3397-4a94-9927-9cc30a8c1bbb
1f367cea-415b-4718-bdaa-c2faaf51aa30|Löwenstein Orpheus III|Statement|cb25391d-e2b9-4e4a-83fb-6c5bb912dfbe
1f367cea-415b-4718-bdaa-c2faaf51aa30|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
1f367cea-415b-4718-bdaa-c2faaf51aa30|phrygian cap|101a0b9d-2623-428b-0218-7f8347cfc3fa|nan
1f367cea-415b-4718-bdaa-c2faaf51aa30|lyre|101a0b9d-2623-428b-0199-7f8347cfc3fa|nan
1f367cea-415b-4718-bdaa-c2faaf51aa30|Orpheus|101a0b9d-2623-428b-0105-7f8347cfc3fa|nan
1f367cea-415b-4718-bdaa-c2faaf51aa30|Atlante D XI|Statement|2be77faa-280d-4a9f-b93f-54efe607b9c5
1f367cea-415b-4718-bdaa-c2faaf51aa30|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
1f3e2da2-4081-4049-9184-4a7b32c1dc5f|Hayes 228|Statement|nan
1f3e2da2-4081-4049-9184-4a7b32c1dc5f|soldier|101a0b9d-2623-428b-0145-7f8347cfc3fa|nan
1f508bb3-865c-45fa-8398-f0a602d235e1|stake|101a0b9d-2623-428b-0193-7f8347cfc3fa|nan
1f508bb3-865c-45fa-8398-f0a602d235e1|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
1f508bb3-865c-45fa-8398-f0a602d235e1|Armstrong 8.263|Statement|674242d6-631a-47bb-99db-836de368827c
1f508bb3-865c-45fa-8398-f0a602d235e1|martyr|101a0b9d-2623-428b-0129-7f8347cfc3fa|nan
1fb35385-02b6-4535-a1a3-a03c06689847|mantle|101a0b9d-2623-428b-0214-7f8347cfc3fa|nan
1fb35385-02b6-4535-a1a3-a03c06689847|Löwenstein Hercules II|Statement|ae778786-4fca-443d-951c-a4c001754d7d
1fb35385-02b6-4535-a1a3-a03c06689847|Armstrong 8.105|Statement|4946b9b8-fbda-4ffb-b74b-f68e506370b4
1fb35385-02b6-4535-a1a3-a03c06689847|club|101a0b9d-2623-428b-0162-7f8347cfc3fa|nan
1fb35385-02b6-4535-a1a3-a03c06689847|Hercules|101a0b9d-2623-428b-0091-7f8347cfc3fa|nan
1fb35385-02b6-4535-a1a3-a03c06689847|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
1fc29890-663f-478e-a70e-b5fc21802b83|erots|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
1fc29890-663f-478e-a70e-b5fc21802b83|bird|101a0b9d-2623-428b-0011-7f8347cfc3fa|nan
1fc29890-663f-478e-a70e-b5fc21802b83|Armstrong 8.29|Statement|5c00ca91-7f92-4470-8c6e-7afa456547b4
1fc29890-663f-478e-a70e-b5fc21802b83|Löwenstein fischende Eroten II Var.|Statement|e58b9d83-859e-43ce-84b6-7754e9b3a313
1fc29890-663f-478e-a70e-b5fc21802b83|ship|101a0b9d-2623-428b-0158-7f8347cfc3fa|nan
1ff1bd52-88e7-41ab-99fa-491908bd23ed|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
1ff1bd52-88e7-41ab-99fa-491908bd23ed|Armstrong 6.74|Statement|503b0ca5-dccf-4a63-b0bb-894f4953e039
20027107-fb5f-4da5-bf96-3a41961f5570|palmette|101a0b9d-2623-428b-0247-7f8347cfc3fa|nan
20027107-fb5f-4da5-bf96-3a41961f5570|Hayes 120|Statement|nan
20027107-fb5f-4da5-bf96-3a41961f5570|Hayes 110|Statement|nan
20027107-fb5f-4da5-bf96-3a41961f5570|leaf|101a0b9d-2623-428b-0060-7f8347cfc3fa|nan
20027107-fb5f-4da5-bf96-3a41961f5570|ivy-leaf|101a0b9d-2623-428b-0058-7f8347cfc3fa|nan
20027107-fb5f-4da5-bf96-3a41961f5570|Hayes 118|Statement|nan
200eb3e0-8a1f-4a58-a95c-9f25e8b45d0d|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
200eb3e0-8a1f-4a58-a95c-9f25e8b45d0d|nymph|69c53b5b-d0ce-4175-954b-e43f300de8a1|nan
200eb3e0-8a1f-4a58-a95c-9f25e8b45d0d|helmet|101a0b9d-2623-428b-0167-7f8347cfc3fa|nan
200eb3e0-8a1f-4a58-a95c-9f25e8b45d0d|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
200eb3e0-8a1f-4a58-a95c-9f25e8b45d0d|Löwenstein Hochzeit der Thetis|Statement|74a3e848-7552-498c-bf65-8cf230598054
203885d8-d8fe-4021-abe0-c90f071e2236|Armstrong 6.16|Statement|b0869cb0-238a-4876-8c8e-241e68997d38
203885d8-d8fe-4021-abe0-c90f071e2236|lion|101a0b9d-2623-428b-0031-7f8347cfc3fa|nan
2045358a-8bdd-4ed8-a8d7-67cc0d17c6d2|erot|101a0b9d-2623-428b-0111-7f8347cfc3fa|nan
2045358a-8bdd-4ed8-a8d7-67cc0d17c6d2|Armstrong 8.14|Statement|7375e716-6f18-451d-ab4a-f345054dd836
2045358a-8bdd-4ed8-a8d7-67cc0d17c6d2|swan|101a0b9d-2623-428b-0046-7f8347cfc3fa|nan
2045358a-8bdd-4ed8-a8d7-67cc0d17c6d2|goose|101a0b9d-2623-428b-0015-7f8347cfc3fa|nan
2045358a-8bdd-4ed8-a8d7-67cc0d17c6d2|Löwenstein Eros mit Vogel VIII|Statement|9c9581d6-93eb-48e7-bc7e-7ac2e620ccde
20b4b7bf-edde-4a4c-a47a-d176699e0696|blossom|a7b2c650-5e05-41ef-bb97-b3c9c26ccb16|nan
214df1bc-d44f-4b1f-a97f-45e7400b17cb|bear|101a0b9d-2623-428b-0009-7f8347cfc3fa|nan
214df1bc-d44f-4b1f-a97f-45e7400b17cb|Armstrong 6.80|Statement|e432d1ab-edc5-4f54-a1ea-153a362d9ba6
2159197b-539c-4292-87e6-61efef0ed8b4|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
21a527cc-ddfd-48a1-ba9a-a79437244978|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
21a527cc-ddfd-48a1-ba9a-a79437244978|Armstrong 5.1|Statement|f459c44c-4704-4bb9-ab3b-c52540c12157
21a5dc85-33c0-40fa-8971-b5280018c627|medallion|101a0b9d-2623-428b-0246-7f8347cfc3fa|nan
21a5dc85-33c0-40fa-8971-b5280018c627|amphora|101a0b9d-2623-428b-0175-7f8347cfc3fa|nan
221488bc-8e1a-4107-a761-12597e0ca806|Oceanus|101a0b9d-2623-428b-0102-7f8347cfc3fa|nan
221488bc-8e1a-4107-a761-12597e0ca806|mask|101a0b9d-2623-428b-0227-7f8347cfc3fa|nan
221488bc-8e1a-4107-a761-12597e0ca806|Löwenstein Oceanusmaske I|Statement|178b7f59-5cf8-42b2-8fc5-3fb979653f1a
221488bc-8e1a-4107-a761-12597e0ca806|Armstrong 5.104|Statement|376580fe-9768-42a8-ba1f-30b32a2644b9
221488bc-8e1a-4107-a761-12597e0ca806|Atlante 181|Statement|59f79782-b5d7-4a76-b1ca-0193f667f15c
22560616-ec63-4e2c-844e-475023bc7c57|pallium|101a0b9d-2623-428b-0215-7f8347cfc3fa|nan
22560616-ec63-4e2c-844e-475023bc7c57|Armstrong 8.233|Statement|ba373182-af4c-4ef4-9622-226465b5fa6d
22560616-ec63-4e2c-844e-475023bc7c57|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
22560616-ec63-4e2c-844e-475023bc7c57|tunic|101a0b9d-2623-428b-0223-7f8347cfc3fa|nan
22560616-ec63-4e2c-844e-475023bc7c57|long short-sleeved tunic|ab7c6a65-e94f-444a-9dff-1853647bee92|nan
2307569a-09a1-46fe-bae3-d6755797f954|Armstrong 9.9-9.10B|Statement|8abbbf61-6217-433a-9176-ba08eb819e6d
2307569a-09a1-46fe-bae3-d6755797f954|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
2307569a-09a1-46fe-bae3-d6755797f954|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
2307569a-09a1-46fe-bae3-d6755797f954|arena|101a0b9d-2623-428b-0185-7f8347cfc3fa|nan
2307569a-09a1-46fe-bae3-d6755797f954|toga|101a0b9d-2623-428b-0222-7f8347cfc3fa|nan
2307569a-09a1-46fe-bae3-d6755797f954|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
235cd8cf-2ce3-4d0f-a8ce-29d148b54c4f|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
23e5ef64-c77f-4667-a018-d5bbb10a0a6e|Armstrong 9.3A-D|Statement|d88d0b2a-7a69-4e0b-9326-5d7744cb58fd
23e5ef64-c77f-4667-a018-d5bbb10a0a6e|woman|101a0b9d-2623-428b-0004-7f8347cfc3fa|nan
23e5ef64-c77f-4667-a018-d5bbb10a0a6e|Löwenstein Hochzeit der Thetis|Statement|74a3e848-7552-498c-bf65-8cf230598054
23e5ef64-c77f-4667-a018-d5bbb10a0a6e|man|101a0b9d-2623-428b-0003-7f8347cfc3fa|nan
240d9566-e9a0-4cb0-a573-c63179de37c2|Armstrong 5.1|Statement|f459c44c-4704-4bb9-ab3b-c52540c12157
240d9566-e9a0-4cb0-a573-c63179de37c2|fish|101a0b9d-2623-428b-0022-7f8347cfc3fa|nan
2434cb9e-1fcd-44b8-a584-8083a59cfbec|Armstrong 6.43|Statement|ea029623-e35b-4834-9bd5-8717f1c11243
2434cb9e-1fcd-44b8-a584-8083a59cfbec|lioness|101a0b9d-2623-428b-0032-7f8347cfc3fa|nan
245fca21-b02c-4a54-aa86-b67021f7041f|Hayes 42|Statement|nan
245fca21-b02c-4a54-aa86-b67021f7041f|circle line|101a0b9d-2623-428b-0236-7f8347cfc3fa|nan
2520ab33-99d1-4a55-b794-e808e845592b|dots|5481af93-bed2-4bd7-9561-046fa3120eb6|nan
